Rand_fix	Completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	Region	ESOffice.y	Latitude	Longitude	Datum
0.524874442	NA	81440-2011-F-0203	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Garrett Driveway and Pond Restoration	Army Corps of Engineers	2011	2011	2012	7/29/11	40753	40888	5/10/12	286	5/10/12	No	No	No	Yes	Formal Consultation	Standard	bridge - new construction - federal	bridge	No ARRA funding	WGS84	36.4669	-121.8365	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii); Butterfly, Smiths blue (Euphilotes enoptes smithi)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	3f9937de2e81bf961ddfe216e88ad7f4	None	8	VENTURA FISH AND WILDLIFE OFFICE	36.46694	-121.83544	NAD27
0.526382342	NA	14420-2010-F-0397	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 10 - Pass Creek Grazing allotment	Forest Service	2010	2010	2010	7/13/10	40378	40513	9/9/10	52	9/9/10	Yes	No	No	Yes	Formal Consultation	Standard	agriculture - grazing - ongoing activities - cattle	agriculture	No ARRA funding	NAD27	44.035558	-113.426606	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	ce6a85e4ac0bc9e74077e73ec43cd0e0	ce6a85e4ac0bc9e74077e73ec43cd0e0	1	IDAHO FISH AND WILDLIFE OFFICE	44.035558	-113.426606	NAD27
0.529439655	NA	81440-2011-F-0465	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Francis Low-Effect Habitat Conservation Plan	Fish and Wildlife Service	2011	2011	2011	8/15/11	40771	40906	9/22/11	37	9/22/11	Yes	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	35.181667	-120.494532	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snail, Morro shoulderband (=Banded dune) (Helminthoglypta walkeriana)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	5689f71b63ed82723603d9cfb8538e35	None	8	VENTURA FISH AND WILDLIFE OFFICE	35.18169	-120.49353	NAD27
0.531083479	NA	81420-2008-F-1995	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 152 Lovers Lane	California Dept. of Transportation District 4	2008	2008	2010	2/25/08	39874	NA	3/3/10	366	12/21/09	No	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	36	59	0	-121	27	56.5	NA	NA	NA	"Vireo, least Bells (Vireo bellii pusillus); Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii); Fox, San Joaquin kit (Vulpes macrotis mutica)"	"Frog, California red-legged (Rana draytonii): BO = Non-jeopardy / No Adverse Modification | Salamander, California tiger (Ambystoma californiense): BO = Non-jeopardy / No Adverse Modification"	4	2	NA	2	NA	0	NA	0	NA	04e2b5eadc2a0ec3c87f78a312e760a1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	36.98339	-121.46465	NAD27
0.539400714	NA	81420-2009-F-0490	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Creek Restoration Work, Fernandez Ranch, Rodeo Creek"	Army Corps of Engineers	2009	2009	2009	2/19/09	39926	40061	7/15/09	83	7/15/09	Yes	No	Yes	Yes	Formal Consultation	Standard	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4205154	569820	10	"Whipsnake (=striped racer), Alameda (Masticophis lateralis euryxanthus); Frog, California red-legged (Rana draytonii); Goldfields, Contra Costa (Lasthenia conjugens)"	"alameda whipsnake (=striped racer) (masticophis lateralis euryxanthus): BO = Non-jeopardy; CH = No Adverse Modification, california red-legged frog (rana draytonii): BO = Non-jeopardy; CH = No Adverse Modification, contra costa goldfields (lasthenia conjugens): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	1	1	0	0	0	0	f308ef2585607c71690126bf755b9cb5	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.99143	-122.20378	NAD27
0.539720626	NA	52420-2009-F-0550	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	"Hunters Station Bridge (SR 62, Section B01) Replacement over the Allegheny River"	Federal Highway Administration	2009	2008	2014	6/25/08	40856	41547	11/19/13	741	11/19/13	No	No	Yes	Yes	Formal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	41.472139	-79.500527	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Riffleshell, northern (Epioblasma torulosa rangiana); Bean, rayed (Villosa fabalis); Mussel, snuffbox (Epioblasma triquetra); Mussel, sheepnose (Plethobasus cyphyus); Clubshell (Pleurobema clava)"	"clubshell (pleurobema clava): BO = Non-jeopardy; CH = , northern riffleshell (epioblasma torulosa rangiana): BO = Non-jeopardy; CH = , rayed bean (villosa fabalis): BO = Non-jeopardy; CH = , sheepnose mussel (plethobasus cyphyus): BO = Non-jeopardy; CH = , snuffbox mussel (epioblasma triquetra): BO = Non-jeopardy; CH = )"	5	5	0	0	NA	0	0	NA	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.47208	-79.50076	NAD27
0.54484952	NA	04EF2000-2014-F-0027-R001	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Midtown Reaches 3 &amp; 4 Sand Placement	Army Corps of Engineers	2014	2014	2015	3/26/14	NA	41859	12/10/14	NA	12/10/14	No	No	Yes	Yes	Formal Consultation	Standard	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	No ARRA funding	NAD83	26.73105	-80.03497	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Sea turtle, loggerhead (Caretta caretta)"	"green sea turtle (chelonia mydas): BO = Non-jeopardy; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = Non-jeopardy; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = Non-jeopardy; CH = , leatherback sea turtle (dermochelys coriacea): BO = Non-jeopardy; CH = , loggerhead sea turtle (caretta caretta): BO = Non-jeopardy; CH = , piping plover (charadrius melodus): BO = NLAA - Concurrence Provided; CH = , west indian manatee (trichechus manatus): BO = NLAA - Concurrence Provided; CH = )"	7	7	0	2	2	0	0	0	0	1e4ee448c0a31d84381abe62c2cec4cd	None	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.73071	-80.03521	NAD27
0.550833748	NA	13410-2008-F-0451-R002	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	West Fork Humptulips Thin Wildlife Enhancement Project	Forest Service	2008	2013	2013	10/25/12	41207	41342	12/31/12	67	12/31/12	Yes	No	No	Yes	Formal Consultation	Standard	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5249886	439875	10	"Murrelet, marbled (Brachyramphus marmoratus); Owl, northern spotted (Strix occidentalis caurina)"	"marbled murrelet (brachyramphus marmoratus): BO = Not Required - See Event Description; CH = , northern spotted owl (strix occidentalis caurina): BO = Not Required - See Event Description; CH = NLAA - Concurrence Provided)"	2	2	0	1	1	0	0	0	0	7230802bd55e6cd11112d084d65fbe8e	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.39985	-123.79553	NAD27
0.558415757	NA	81430-2010-F-0421-R002	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	[MCBCP] Section 7 Cons for the Advanced Water Treatment and Utility Corridor Project P-113	Department of Defense (DOD) - Marine Corps	2010	2012	2012	10/27/11	NA	40978	12/19/11	NA	12/19/11	Yes	No	No	Yes	Formal Consultation	Standard	military operations / maneuvers	military operations / maneuvers	No ARRA funding	WGS84	33.312108	-117.332558	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gnatcatcher, coastal California (Polioptila californica californica); Toad, arroyo (=arroyo southwestern) (Anaxyrus californicus)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	6e553be6baa478601eea0fcef9160f4f	None	8	CARLSBAD FISH AND WILDLIFE OFFICE	33.31208	-117.33169	NAD27
0.563228802	NA	81410-2010-F-0026	8	CA	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	Carder Floating Boat Dock Project	Army Corps of Engineers	2010	2010	2011	8/18/10	40408	40543	10/8/10	51	10/8/10	Yes	No	No	Yes	Formal Consultation	Standard	private dock / pier - new construction	private dock / pier	No ARRA funding	NAD83	38.03122	-121.67105	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Smelt, delta (Hypomesus transpacificus)"	delta smelt (hypomesus transpacificus): BO = Non-jeopardy; CH = Non-jeopardy / No Adverse Mod	1	1	0	0	NA	0	0	0	0	54073f68b2d2160457dd22a3afa264a0	54073f68b2d2160457dd22a3afa264a0	8	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	38.0313	-121.66999	NAD27
0.564159541	NA	08ESMF00-2014-F-0235	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 99 Seismic Widening Bridge Rail Upgrade	California Dept. of Transportation District 3	2014	2014	2014	2/7/14	41803	41938	7/25/14	42	7/25/14	Yes	No	No	Yes	Formal Consultation	Standard	bridge construction / maintenance	bridge construction / maintenance	No ARRA funding	WGS84	38.357779	-121.343645	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snake, giant garter (Thamnophis gigas); Fairy shrimp, vernal pool (Branchinecta lynchi); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	"giant garter snake (thamnophis gigas): BO = NLAA - Concurrence Provided; CH = , valley elderberry longhorn beetle (desmocerus californicus dimorphus): BO = Non-jeopardy; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	2	2	0	0	0	0	b1829dd710bb8ff4042131e5aa63c66a	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.35787	-121.34258	NAD27
0.567027233	NA	13410-2010-F-0204	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Index Galena Road MP 10.9 Road Repair	Federal Highway Administration	2010	2010	2010	2/24/10	40316	40451	9/30/10	135	9/30/10	Yes	No	No	Yes	Formal Consultation	Standard	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5306220	619033	10	"Murrelet, marbled (Brachyramphus marmoratus); Owl, northern spotted (Strix occidentalis caurina); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = , marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = , northern spotted owl (strix occidentalis caurina): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	2	2	0	0	0	0	603f747d991a128894333a6e9813f4f0	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.89843	-121.40618	NAD27
0.571758858	NA	08ESMF00-2013-F-0177	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Alviso Slough Dredging Project, Alviso, Santa Clara County"	Army Corps of Engineers	2013	2013	2014	12/26/12	41442	41577	12/16/13	182	12/16/13	No	No	No	Yes	Formal Consultation	Standard	dredge / excavation	dredge / excavation	No ARRA funding	WGS84	NA	NA	37	25	38.9	-121	58	47.8	NA	NA	NA	"Rail, California clapper (Rallus longirostris obsoletus); Plover, western snowy (Charadrius alexandrinus nivosus); Mouse, salt marsh harvest (Reithrodontomys raviventris); Tern, California least (Sterna antillarum browni)"	NA	4	0	NA	NA	NA	NA	0	NA	NA	2ea2b49322c16b993bb7105e8a249b9b	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.42753	-121.97887	NAD27
0.577204822	NA	81420-2010-F-0604	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Bank Stabilization near Hilcrest Community Park, Concord"	Army Corps of Engineers	2010	2010	2010	4/9/10	40407	40542	8/25/10	8	8/25/10	Yes	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	WGS84	37.997408	-122.045097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frog, California red-legged (Rana draytonii)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	86647a81610af44b85918220ccd7b3c2	86647a81610af44b85918220ccd7b3c2	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.99749	-122.04402	NAD27
0.57793937	NA	08ESMF00-2013-F-0171	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"SR 4 Rock Slope Protection Installation Project, San Joaquin Co., CA"	California Dept. of Transportation District 10	2013	2013	2013	12/27/12	41297	41432	6/4/13	132	6/4/13	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4194765	630839	10	"Snake, giant garter (Thamnophis gigas); Smelt, delta (Hypomesus transpacificus)"	"delta smelt (hypomesus transpacificus): BO = Not Required - See Event Description; CH = No Effect - No Concurrence Required, giant garter snake (thamnophis gigas): BO = Non-jeopardy; CH = )"	2	2	1	0	NA	0	0	0	0	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.89108	-121.51094	NAD27
0.578371666	NA	81420-2008-F-1714-R002	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"State Route 99 Auxiliary Lane Project, Butte County"	California Dept. of Transportation District 3	2008	2009	2009	11/19/08	39820	39955	2/26/09	50	2/26/09	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4399310	601040	10	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	266a44c93b6a1bc728e941aedcf5cc30	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	39.73782	-121.81973	NAD27
0.583761997	NA	21450-2010-F-0326	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Bank Stabilization North Concho River downstream of O.C. Fisher Reservoir	Army Corps of Engineers	2010	2010	2011	8/16/10	40421	40556	10/13/10	43	10/13/10	Yes	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	WGS84	31.459228	-100.432571	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snake, Concho water (Nerodia paucimaculata)"	concho water snake (nerodia paucimaculata): BO = Non-jeopardy / No Adverse Mod; CH = Non-jeopardy / No Adverse Mod	1	1	0	0	NA	0	0	0	0	c03955107db20138a52731db83ecaef4	None	2	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	31.45907	-100.4322	NAD27
0.59506591	NA	81420-2009-F-0857	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Interstate 80/Interstate 680/State Route 12 Interchange Project	California Dept. of Transportation District 4	2009	2011	2012	4/21/11	40774	40909	11/4/11	77	11/4/11	Yes	No	Yes	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	38.21287	-122.142918	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Butterfly, callippe silverspot (Speyeria callippe callippe); Tadpole shrimp, vernal pool (Lepidurus packardi); Frog, California red-legged (Rana draytonii); Goldfields, Contra Costa (Lasthenia conjugens); Salamander, California tiger (Ambystoma californiense); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus); Fairy shrimp, vernal pool (Branchinecta lynchi)"	california red-legged frog (rana draytonii): BO = Not Yet Determined; CH = Not Yet Determined	7	1	NA	NA	NA	NA	0	NA	NA	14e136b7e2a54cac7f3ae9b81e274945	14e136b7e2a54cac7f3ae9b81e274945	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.21295	-122.14184	NAD27
0.59946076	NA	81440-2010-F-0113	8	CA	VENTURA FISH AND WILDLIFE OFFICE	East Las Virgenes Creek (Ahmanson Ranch) Road &amp; Trail Repairs	Federal Emergency Management Agency	2010	2010	2011	12/14/09	40161	40631	3/23/11	464	3/23/11	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	34.171387	-118.690092	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Spineflower, slender-horned (Dodecahema leptoceras); Frog, California red-legged (Rana draytonii); Milk-vetch, Brauntons (Astragalus brauntonii); Dudleyea, Santa Monica Mountains (Dudleya cymosa ssp. ovatifolia); Vireo, least Bells (Vireo bellii pusillus); Dudleya, marcescent (Dudleya cymosa ssp. marcescens); Gnatcatcher, coastal California (Polioptila californica californica); Pentachaeta, Lyons (Pentachaeta lyonii); Dudleya, Conejo (Dudleya abramsii ssp. parva); Toad, arroyo (=arroyo southwestern) (Anaxyrus californicus); Flycatcher, southwestern willow (Empidonax traillii extimus)"	NA	11	0	NA	NA	NA	NA	0	NA	NA	4253db62eb890aa97cfacd42fbf79906	None	8	VENTURA FISH AND WILDLIFE OFFICE	34.17138	-118.68917	NAD27
0.600469216	NA	51411-2008-F-0651	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Intraservice Biological Opinion - Chincoteague National Wildlife Refuge	Fish and Wildlife Service	2008	2007	2008	1/23/07	39105	39240	9/10/08	596	9/10/08	No	No	No	Yes	Formal Consultation	Standard	land - management plans	land	No ARRA funding	NAD27	NA	NA	37	54	38	-75	21	19	NA	NA	NA	"Plover, piping (Charadrius melodus); Amaranth, seabeach (Amaranthus pumilus)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	8479972c670a50a26545ff335f08e1a7	5b4db25e5a68f6b49893f6907db8df93	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	37.91043	-75.35564	NAD27
0.609541738	NA	41910-2010-F-0024	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Cape Canaveral Energy Center - Brevard	-- OTHER: CONSULTANT --	2010	2010	2010	10/22/09	40108	40243	11/30/09	39	11/30/09	Yes	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	28.47	-80.7684	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Scrub-jay, Florida (Aphelocoma coerulescens)"	florida scrub-jay (aphelocoma coerulescens): BO = Not Yet Determined; CH = 	1	1	NA	NA	NA	NA	0	NA	NA	caa6ee90ef9b7db34bacf09387c8e9da	None	4	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	28.46972	-80.76862	NAD27
0.625679405	NA	13410-2010-F-0494	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Lone Fork Logging Unit Timber Sale	Bureau of Indian Affairs	2010	2010	2010	8/3/10	40393	40528	8/24/10	21	8/24/10	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5255352	427287	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	49ae3a9ef904c0e12d52eab2652b30c5	49ae3a9ef904c0e12d52eab2652b30c5	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.44775	-123.96323	NAD27
0.629743304	NA	81420-2008-F-0263	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Amendment to 1-1-98-F-0190	California Dept. of Transportation District 6	2008	2008	2008	11/6/07	39392	39527	1/30/08	85	1/30/08	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	3873253	322433	11	"Fox, San Joaquin kit (Vulpes macrotis mutica); Lizard, blunt-nosed leopard (Gambelia silus)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	80cfd6bd8044e4f0bf812cf9dba6cf0f	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	34.98633	-118.94452	NAD27
0.634342449	NA	14420-2008-FE-0422	1	ID	IDAHO FISH AND WILDLIFE OFFICE	Mill Creek Flash Flood and Debris Slides	Forest Service	2008	2008	2009	5/30/08	39755	39815	12/15/08	42	12/15/08	Yes	No	No	Yes	Formal Emergency Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	NAD27	45.812	-115.9345	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	734ee70f48d60c22e8c5a5598c53cf5c	40c5bf9dbbbb00ed9075c22874cfc7e9	1	IDAHO FISH AND WILDLIFE OFFICE	45.812	-115.9345	NAD27
0.639926157	NA	81420-2010-F-0306-R002	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"2nd Reinitiation of Wolfsen Road Rehabilitation Project on SR 165, Merced Co., CA"	California Dept. of Transportation District 6	2010	2011	2011	4/11/11	40652	40787	7/19/11	91	7/19/11	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4121074	690544	10	"Snake, giant garter (Thamnophis gigas)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.21677	-120.85147	NAD27
0.646028869	NA	03E15000-2015-F-0099	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT - MRG-266-7.70 (PID 89418) Morgan County	Federal Highway Administration	2015	2015	2015	10/27/14	41939	42074	1/28/15	93	1/28/15	Yes	No	Yes	Yes	Formal Consultation	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	39.541272	-81.741803	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mussel, sheepnose (Plethobasus cyphyus); Eagle, bald (Haliaeetus leucocephalus); Beetle, American burying (Nicrophorus americanus); Bat, northern long-eared (Myotis septentrionalis); Bat, Indiana (Myotis sodalis); Mucket, pink (pearlymussel) (Lampsilis abrupta); Fanshell (Cyprogenia stegaria); Mussel, snuffbox (Epioblasma triquetra)"	"american burying beetle (nicrophorus americanus): BO = No Effect - No Concurrence Required; CH = , bald eagle (haliaeetus leucocephalus): BO = No Effect - No Concurrence Required; CH = , fanshell (cyprogenia stegaria): BO = No Effect - No Concurrence Required; CH = , indiana bat (myotis sodalis): BO = Non-jeopardy / No Adverse Mod; CH = , northern long-eared bat (myotis septentrionalis): BO = NLAA - Concurrence Provided; CH = , pink mucket (pearlymussel) (lampsilis abrupta): BO = No Effect - No Concurrence Required; CH = , sheepnose mussel (plethobasus cyphyus): BO = No Effect - No Concurrence Required; CH = , snuffbox mussel (epioblasma triquetra): BO = No Effect - No Concurrence Required; CH = )"	8	8	6	1	1	0	0	0	0	c8f7cb224687076828a9544a782c6897	None	3	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	39.5412	-81.74195	NAD27
0.647173496	NA	81420-2008-F-1666	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Winters Road Bridge at Putah Creek replacement	Federal Highway Administration	2008	2008	2010	7/2/08	39877	40012	10/2/09	211	10/2/09	No	No	Yes	Yes	Formal Consultation	Standard	bridge construction / maintenance	bridge construction / maintenance	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4264032	589971	10	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	80cfd6bd8044e4f0bf812cf9dba6cf0f	25371776a0c0ac181f022d11dbad3159	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.52023	-121.96684	NAD27
0.653614248	NA	81420-2009-F-0280	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"State Route 198 and Avenue 12 Interchange Project, Hanford, Kings County, CA"	California Dept. of Transportation District 6	2009	2009	2009	12/8/08	39790	39925	1/12/09	35	1/12/09	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4022598	260046	11	"Frog, California red-legged (Rana draytonii); Fox, San Joaquin kit (Vulpes macrotis mutica)"	"california red-legged frog (rana draytonii): BO = No Effect - No Concurrence Required; CH = , san joaquin kit fox (vulpes macrotis mutica): BO = Non-jeopardy; CH = )"	2	2	1	0	NA	0	0	0	0	aa0cf3badc3923093a7ecc5a97620aa1	590e6f54f17ac04bda9978d2cfe53f71	8	SACRAMENTO FISH AND WILDLIFE OFFICE	36.3186	-119.67192	NAD27
0.654385817	NA	42910-2009-FE-0037	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	09-056 Pink Beds Emergency Prescribed Burn	Forest Service	2009	2009	2010	12/5/08	39787	40221	2/2/10	424	2/2/10	Yes	No	No	Yes	Formal Emergency Consultation	Standard	fire - prescribed burn	fire	No ARRA funding	NAD83	35.3728	-82.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pink, swamp (Helonias bullata)"	swamp pink (helonias bullata): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	cdb044794ef836f8d8ef3b4f284a91cf	15f08552ee7a9ee66c491a6db6c400d1	4	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	35.37269	-82.75215	NAD27
0.660077743	NA	13410-2011-F-0115	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Gerald King Cedar Salvage NB-09-04	Bureau of Indian Affairs	2011	2011	2011	1/12/11	40555	40690	4/25/11	103	4/25/11	Yes	No	No	Yes	Formal Consultation	Standard	forestry - harvest	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5263727	417468	10	"Murrelet, marbled (Brachyramphus marmoratus); Owl, northern spotted (Strix occidentalis caurina); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = , marbled murrelet (brachyramphus marmoratus): BO = Non-jeopardy; CH = , northern spotted owl (strix occidentalis caurina): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	2	2	0	0	0	0	222ed5d8e44e51d996ba17cce04d61c6	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.52192	-124.09501	NAD27
