rand_fixed	completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	with_coord	Region	ESOffice.y	Latitude	Longitude	Datum
0.794839721	NA	05E2PA00-2014-I-1040	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Milton Hershey School Ball Field Stormwater Drainage	-- OTHER: CONSULTANT --	2014	2014	2015	8/25/14	NA	9/24/14	10/16/14	52	10/16/14	No	No	Yes	No	Informal Consultation	Standard	water quality modification - stormwater discharge	water quality modification	No ARRA funding	WGS84	NA	NA	40	16	52.2	-76	38	45.7	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.28108	-76.64634	NAD27
0.794874569	NA	21410-2010-I-0413	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Harlingen - 810 W. Arthur - clear and demo	Community Planning and Development (HUD)	2010	2010	2010	7/7/10	NA	8/6/10	7/8/10	1	7/8/10	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	26	10	45.1	-97	42	13.3	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Falcon, northern aplomado (Falco femoralis septentrionalis); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Ambrosia, south Texas (Ambrosia cheiranthifolia); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta); Cactus, star (Astrophytum asterias)"	"brown pelican (pelecanus occidentalis): BO = No Effect - No Concurrence Required; CH = , green sea turtle (chelonia mydas): BO = No Effect - No Concurrence Required; CH = , gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = No Effect - No Concurrence Required; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = No Effect - No Concurrence Required; CH = , leatherback sea turtle (dermochelys coriacea): BO = No Effect - No Concurrence Required; CH = , loggerhead sea turtle (caretta caretta): BO = No Effect - No Concurrence Required; CH = , northern aplomado falcon (falco femoralis septentrionalis): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , piping plover (charadrius melodus): BO = No Effect - No Concurrence Required; CH = , south texas ambrosia (ambrosia cheiranthifolia): BO = No Effect - No Concurrence Required; CH = , star cactus (astrophytum asterias): BO = No Effect - No Concurrence Required; CH = , texas ayenia (ayenia limitaris): BO = No Effect - No Concurrence Required; CH = , west indian manatee (trichechus manatus): BO = No Effect - No Concurrence Required; CH = )"	14	14	14	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	26.17884	-97.70342	NAD27
0.795291858	NA	07CAAN00-2012-I-0062	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Ninilchik House construction	Bureau of Indian Affairs	2012	2012	2012	2/16/12	NA	3/17/12	2/20/12	4	2/20/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	60.179215	-151.434431	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	c94f34d4ce34edfcd7fa4b9f3af848f0	None	TRUE	7	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	60.17921	-151.43443	NAD27
0.795451205	NA	42430-2011-I-0104	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Indiana bat coord. Harris Hollow Rd Bridge; Smith Co.	Tennessee Department of Transportation	2011	2011	2011	12/3/10	NA	12/23/10	12/15/10	12	12/15/10	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	NAD83	36.345	-85.897	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	0ac2a059b28b7a722e8cf7f3dd9f77cc	20cb793e7b539ea7e3a3dc8e71affa42	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	36.34494	-85.89702	NAD27
0.79597664	NA	02ETAU00-2013-I-0170	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Big Bend NP Fossil Exhibit	National Park Service	2013	2013	2013	4/25/13	NA	5/25/13	5/1/13	6	5/1/13	Yes	No	No	No	Informal Consultation	Standard	development - government / military	development	No ARRA funding	WGS84	29.34032	-103.194633	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	eda04039736b2f0bcca809866c45660a	None	TRUE	2	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	29.34012	-103.19418	NAD27
0.796155913	NA	04EM1000-2013-I-1020	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Pontotoc emergency mgt	Federal Emergency Management Agency	2013	2013	2013	8/28/13	NA	9/27/13	9/5/13	8	9/5/13	Yes	No	No	No	Informal Consultation	Standard	development - government / municipal	development	No ARRA funding	WGS84	NA	NA	34	13	16.7	-89	4	50	NA	NA	NA		no species defined; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	1a737cce03358728597a2db6ed6a2732	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	34.2212	-89.08049	NAD27
0.796554021	NA	02ETCC00-2014-I-0028	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Harlingen - 122-A East Madision - clear and demo	Community Planning and Development (HUD)	2014	2014	2014	10/23/13	NA	11/22/13	10/23/13	0	10/23/13	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	26	11	53.1	-97	41	59.8	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Falcon, northern aplomado (Falco femoralis septentrionalis); Knot, red (Calidris canutus rufa); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Pipit, spragues (Anthus spragueii); Ambrosia, south Texas (Ambrosia cheiranthifolia); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta); Parrot, red-crowned (Amazona viridigenalis)"	 	16	0	NA	NA	NA	NA	0	NA	NA	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	26.19773	-97.69968	NAD27
0.797412592	NA	05E2PA00-2013-I-0923	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Verizon Wireless McKenzie Corners Cell Tower	-- OTHER: CONSULTANT --	2013	2013	2013	7/30/13	NA	8/29/13	9/9/13	41	9/9/13	No	No	No	No	Informal Consultation	Standard	communications tower	communications tower	No ARRA funding	NAD83	41.491093	-79.884217	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Massasauga (=Rattlesnake), eastern (Sistrurus catenatus); Rabbitsfoot, rough (Quadrula cylindrica strigillata)"	"eastern massasauga (=rattlesnake) (sistrurus catenatus): BO = NLAA - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , rabbitsfoot (quadrula cylindrica cylindrica): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	3	3	0	0	0	0	62587288c6ffe07ff00632de8feb0bc3	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.49104	-79.88444	NAD27
0.797711336	NA	31440-2010-I-0891	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Liberty Mine	Indiana Division of Reclamation	2010	2010	2010	7/26/10	NA	9/25/10	8/25/10	30	8/25/10	Yes	No	No	No	Informal Consultation	Standard	mining - surface extraction - coal	mining	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4217899	470233	16	"Bat, Indiana (Myotis sodalis)"	 	2	0	NA	NA	NA	NA	0	NA	NA	30e6576326b876e7e3d98d23fd904609	30e6576326b876e7e3d98d23fd904609	TRUE	3	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	38.10837	-87.33953	NAD27
0.797862215	NA	43910-2008-I-0138	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Convenience store - harrison - nw permit	Army Corps of Engineers	2008	2008	2008	12/28/07	NA	1/4/08	12/31/07	3	12/31/07	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	30	29	9.4	-89	4	8.5	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.48575	-89.06899	NAD27
0.798261986	NA	03E15000-2013-I-0270	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	"ODOT - GRE-CR25-4.76 (PID 88315) Mad River, Greene Co. OH"	Federal Highway Administration	2013	2013	2013	11/30/12	NA	2/3/13	1/18/13	49	1/18/13	Yes	No	No	No	Informal Consultation	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	NA	NA	39	45	43	-84	4	38.2	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Massasauga (=Rattlesnake), eastern (Sistrurus catenatus); Mussel, snuffbox (Epioblasma triquetra); Bean, rayed (Villosa fabalis); Clubshell (Pleurobema clava)"	"clubshell (pleurobema clava): BO = No Effect - No Concurrence Required; CH = , eastern massasauga (=rattlesnake) (sistrurus catenatus): BO = No Effect - No Concurrence Required; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , rayed bean (villosa fabalis): BO = No Effect - No Concurrence Required; CH = , snuffbox mussel (epioblasma triquetra): BO = No Effect - No Concurrence Required; CH = )"	5	5	4	1	1	0	0	0	0	99f7e582140ddaaff437beb7edfa8391	None	TRUE	3	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	39.76189	-84.07734	NAD27
0.798413196	NA	52420-2010-I-0397	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	I-79 (SR 0079 Section 16R) Resurfacing and Northern Junction Reconstruction	STATE OF PENNSYLVANIA	2010	2010	2010	1/25/10	NA	2/24/10	2/24/10	30	2/24/10	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	WGS84	NA	NA	40	15	18.1	-80	10	56.8	NA	NA	NA		no species defined; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.25496	-80.18266	NAD27
0.798639607	NA	04EN2000-2013-I-0259	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	"Terranext, LLC- 300ft Self-Support Tower (Parkertown)"	-- OTHER: CONSULTANT --	2013	2013	2013	6/3/13	NA	7/3/13	6/20/13	17	6/20/13	Yes	No	No	No	Informal Consultation	Standard	communications tower	communications tower	No ARRA funding	WGS84	34.73	-77.21	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	17d9486a8a028e4a0411f0bb56c7acbf	None	TRUE	4	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	34.72984	-77.21032	NAD27
0.798965986	NA	04EM1000-2012-I-0969	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"mda 15101 landon lane, saucier"	Department of Housing and Urban Development	2012	2012	2012	6/25/12	NA	7/25/12	6/26/12	1	6/26/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	30	33	59.5	-89	5	22.3	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.56633	-89.08949	NAD27
0.79928735	NA	04ET1000-2014-I-0333	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	AMEC Hornertown Safety Comm Tower Hickman County	Federal Communications Commission	2014	2014	2014	3/20/14	NA	4/19/14	3/20/14	0	3/20/14	Yes	No	No	No	Informal Consultation	Standard	communications tower - new construction	communications tower	No ARRA funding	NAD83	35.658917	-87.613303	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, northern long-eared (Myotis septentrionalis); Bat, Indiana (Myotis sodalis)"	"indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , northern long-eared bat (myotis septentrionalis): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	6ec497adec0bc0298a6f7d439dd0bab3	20cb793e7b539ea7e3a3dc8e71affa42	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.65885	-87.61328	NAD27
0.799295723	NA	01EWFW00-2013-I-0389	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	"WFWO Tim and Brenda Berg Pier, Ramp and Float Installation"	Army Corps of Engineers	2013	2013	2013	8/9/13	NA	9/8/13	8/15/13	6	8/15/13	Yes	No	No	No	Informal Consultation	Standard	private dock / pier - new construction	private dock / pier	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5274515	507392	10	"Murrelet, marbled (Brachyramphus marmoratus)"	marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	3773798c0fd4093ca7d2983a2cbae9c1	None	TRUE	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.62418	-122.90035	NAD27
0.799603463	NA	21410-2011-I-0201	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Harlingen - 721 E. Van Buren (rear structure) clear and demo	Community Planning and Development (HUD)	2011	2011	2011	2/24/11	NA	3/26/11	3/2/11	6	3/2/11	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	26	11	31.1	-97	42	17.1	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Falcon, northern aplomado (Falco femoralis septentrionalis); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Ambrosia, south Texas (Ambrosia cheiranthifolia); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta); Cactus, star (Astrophytum asterias)"	"brown pelican (pelecanus occidentalis): BO = No Effect - No Concurrence Required; CH = , green sea turtle (chelonia mydas): BO = No Effect - No Concurrence Required; CH = , gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = No Effect - No Concurrence Required; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = No Effect - No Concurrence Required; CH = , leatherback sea turtle (dermochelys coriacea): BO = No Effect - No Concurrence Required; CH = , loggerhead sea turtle (caretta caretta): BO = No Effect - No Concurrence Required; CH = , northern aplomado falcon (falco femoralis septentrionalis): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , piping plover (charadrius melodus): BO = No Effect - No Concurrence Required; CH = , south texas ambrosia (ambrosia cheiranthifolia): BO = No Effect - No Concurrence Required; CH = , star cactus (astrophytum asterias): BO = No Effect - No Concurrence Required; CH = , texas ayenia (ayenia limitaris): BO = No Effect - No Concurrence Required; CH = , west indian manatee (trichechus manatus): BO = No Effect - No Concurrence Required; CH = )"	14	14	14	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	26.19162	-97.70448	NAD27
0.7999616	NA	51411-2008-I-0384	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Rt. 671-0671-087-264-C501	Army Corps of Engineers	2008	2008	2008	4/16/08	NA	6/15/08	5/13/08	27	5/13/08	Yes	No	No	No	Informal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	36	39	18.2	-76	59	40.4	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	d18f62aeec68f53ecf10d0370f726a2f	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	36.6549	-76.99487	NAD27
0.800052003	NA	05E2VA00-2014-I-1328	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	VDOT I-564 Tunnel VA0005835	Virginia Department of Environmental Quality	2014	2014	2014	2/18/14	NA	3/20/14	3/11/14	21	3/11/14	Yes	No	No	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	NA	NA	36	56	19	-76	18	8	NA	NA	NA	"Sea turtle, loggerhead (Caretta caretta); Sea turtle, Kemps ridley (Lepidochelys kempii)"	 	3	0	NA	NA	NA	NA	0	NA	NA	3902fb80ec9699bbd8e22ed0eee570c0	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	36.93846	-76.30256	NAD27
0.800639435	NA	42910-2010-I-0211	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	10-231 Eagle Mountain Properties Assessment	Federal Deposit Insurance Corporation	2010	2010	2010	7/30/10	NA	8/29/10	8/18/10	19	8/18/10	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	35.051	-84.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	 	1	0	NA	NA	NA	NA	0	NA	NA	cdb044794ef836f8d8ef3b4f284a91cf	None	TRUE	4	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	35.05092	-84.05209	NAD27
0.801129379	NA	41460-2008-I-1089	4	GA	GEORGIA ECOLOGICAL SERVICES FIELD OFFICE	Coastal-BR-0002-00(229) Crisp County	Federal Highway Administration	2008	2008	2008	7/24/08	NA	8/23/08	7/31/08	7	7/31/08	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	NAD83	NA	NA	31	49	59	-83	42	19	NA	NA	NA	"Snake, eastern indigo (Drymarchon corais couperi); Stork, wood (Mycteria americana)"	 	2	0	NA	NA	NA	NA	0	NA	NA	da9e6e6734ceb9132ae0b2454b3bfe1c	None	TRUE	4	GEORGIA ECOLOGICAL SERVICES FIELD OFFICE	31.83288	-83.70539	NAD27
0.801455208	NA	52421-2010-I-0071	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	"Woodlands Management Plan - Coyne Enterprise, Mansfield Twp., Warren County, NJ"	STATE OF NEW JERSEY	2010	2010	2010	11/30/09	NA	12/30/09	12/1/09	1	12/1/09	Yes	No	No	No	Informal Consultation	Programmatic Project-Level	land management plans - forest	land management plans	No ARRA funding	WGS84	40.85117	-74.91607	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	 	1	0	NA	NA	NA	NA	0	NA	NA	e85b01fcde24284b16efc6ea03408820	e85b01fcde24284b16efc6ea03408820	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	40.85107	-74.91646	NAD27
0.802196692	NA	03E12000-2012-I-0312	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Replace SR 7 over Cooks Creek	Federal Highway Administration	2012	2012	2012	3/27/12	NA	4/26/12	4/5/12	9	4/5/12	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4332574	604878	16	"Bat, Indiana (Myotis sodalis)"	 	2	0	NA	NA	NA	NA	0	NA	NA	30e6576326b876e7e3d98d23fd904609	None	TRUE	3	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	39.13598	-85.78653	NAD27
0.802768978	NA	52420-2009-I-0453	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dominion Appalachian Gateway Project TL-492 Extension 5	-- OTHER: CONSULTANT --	2009	2011	2011	10/20/10	NA	11/19/10	12/20/10	61	12/20/10	No	No	No	No	Informal Consultation	Standard	oil or gas pipeline	oil or gas pipeline	No ARRA funding	WGS84	39.906779	-80.117353	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	ae6b1c6028ba5d0b756839ac57566702	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.9067	-80.11757	NAD27
0.803522553	NA	07CAAN00-2015-I-0036	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Chiniak Hwy Mp 10-15 Road Improvements	Federal Highway Administration	2015	2015	2015	1/20/15	NA	2/19/15	2/18/15	29	2/18/15	Yes	Yes	Yes	No	Informal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	57.706841	-152.571073	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Otter, Northern Sea (Enhydra lutris kenyoni); Eider, Stellers (Polysticta stelleri)"	 	2	0	NA	NA	NA	NA	0	NA	NA	5d0564a9d9e4eb08519b93a4bd56b2d2	None	TRUE	7	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	57.70684	-152.57107	NAD27
0.803620549	NA	42430-2008-I-0121	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	CNF-Watauga RDs  Sink Mountain Prescribed Burns	Forest Service	2008	2008	2008	12/18/07	NA	12/21/07	12/21/07	3	12/21/07	Yes	No	No	No	Informal Consultation	Standard	fire - prescribed burn	fire	No ARRA funding	NAD83	36.3574	-81.9736	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	901cb94bf7047ed757a84d9b4569fc2c	None	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	36.35728	-81.97376	NAD27
0.804148548	NA	21420-2011-I-0224	2	TX	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	Harbour Realty Corporation Development Project FEMA	Federal Emergency Management Agency	2011	2011	2011	4/29/11	NA	5/29/11	5/3/11	4	5/3/11	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	32.804249	-96.599659	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Tern, least (Sterna antillarum); Warbler (=wood), golden-cheeked (Dendroica chrysoparia); Plover, piping (Charadrius melodus); Crane, whooping (Grus americana); Vireo, black-capped (Vireo atricapilla)"	"black-capped vireo (vireo atricapilla): BO = No Effect - No Concurrence Required; CH = , golden-cheeked warbler (=wood) (dendroica chrysoparia): BO = No Effect - No Concurrence Required; CH = , least tern (sterna antillarum): BO = No Effect - No Concurrence Required; CH = , piping plover (charadrius melodus): BO = No Effect - No Concurrence Required; CH = , whooping crane (grus americana): BO = No Effect - No Concurrence Required; CH = )"	5	5	5	0	NA	0	0	0	0	ab6efff218b3f6ce2184c919893659ab	a1f622750847141b48d85fd63ed70351	TRUE	2	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	32.80412	-96.59939	NAD27
0.804341008	NA	52420-2009-I-0700	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dewson Construction (aka Anna McCoy Property)	-- OTHER: CONSULTANT --	2009	2009	2009	2/9/09	NA	6/7/09	6/15/09	126	6/15/09	No	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	39	51	22.4	-75	37	10.9	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.85611	-75.62004	NAD27
0.80434697	NA	04EF2000-2013-I-0156	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Devlin Development	Army Corps of Engineers	2013	2013	2013	4/30/13	NA	5/30/13	5/21/13	21	5/21/13	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	27.31867	-82.42142	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snake, eastern indigo (Drymarchon corais couperi); Stork, wood (Mycteria americana)"	 	2	0	NA	NA	NA	NA	0	NA	NA	c57239e171f2f04cddadef7aa2615b30	None	TRUE	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.31835	-82.4216	NAD27
0.804664552	NA	13260-2009-I-0073	1	WA	CENTRAL WASHINGTON FIELD OFFICE	Teanaway Fuelbreaks	Forest Service	2009	2009	2009	3/18/09	NA	4/17/09	4/28/09	41	4/28/09	No	No	No	No	Informal Consultation	Standard	fire - prescribed burn	fire	No ARRA funding	WGS84	47.4403	-120.9355	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Murrelet, marbled (Brachyramphus marmoratus); Bear, grizzly (Ursus arctos horribilis); Wolf, gray (Canis lupus); Lynx, Canada (Lynx canadensis); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = NLAA - Concurrence Provided, canada lynx (lynx canadensis): BO = NLAA - Concurrence Provided; CH = , gray wolf (canis lupus): BO = NLAA - Concurrence Provided; CH = , grizzly bear (ursus arctos horribilis): BO = NLAA - Concurrence Provided; CH = , marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = )"	5	5	0	5	5	0	0	0	0	1646a097ff1e3a65739d3d17e18306aa	None	TRUE	1	CENTRAL WASHINGTON FIELD OFFICE	47.44046	-120.9343	NAD27
