activity_code	action_found	lat_dec_deg.x	long_dec_deg.x	hab_chg	area	act_start	act_end	completed	earliest_date	relevant_dates	comments	region	state	ESOffice.x	title	lead_agency	FY	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	consult_complex	work_type	work_category	UTM_zone	with_coord	N_consultations	JM_expect	TK_expect	reconcile	N_formal	formal_in	observed
08ESMF00-2014-F-0030	0.0	40.36172	-122.33928	NA	NA	NA	NA	NA	1998-09-01	08-2013; 04-2015	After picture is only 2 montsh after conclusion date	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Evergreen Road at South Fork Cottonwood Creek Bridge Replacement	California Dept. of Transportation District 2	2014	2014-12-29	42002	42137	2015-02-09	42	Standard	bridge construction / maintenance	bridge construction / maintenance	NA	TRUE	283	0.5	0.5	0.5	73	formal	No
08ESMF00-2013-F-0289	0.0	37.75751	-121.86694	NA	NA	NA	NA	NA	1939-12-01	06-2013; 02-2014; 03-2014… 10-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Camino Tassajara Shoulder Widening	California Dept. of Transportation District 4	2013	2013-01-10	41360	41495	2013-12-09	257	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
81420-2009-F-0261	1.0	38.40357	-122.81506	5.0	0.06	2011-07-01T00:00:00Z	2011-07-01T00:00:00Z	1.0	1993-07-01	12-2009; 03-2010; 07-2010; 09-2010… 07-2011	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Laguna de Santa Rosa Bridge Replacement Project, State Route 12, Sebastopol	California Dept. of Transportation District 4	2009	2008-12-17	40144	40229	2010-03-03	96	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
81440-2010-F-0193	0.0	34.75068	-120.51694	NA	NA	NA	NA	NA	1994-09-01	06-2009; 10-2011; 10-2011; 06-2012	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	IRP Site 15 Cleanup at VAFB	Department of Defense (DOD) - Air Force	2010	2010-02-12	40221	40356	2010-07-12	150	Standard	military operations / maneuvers	military operations / maneuvers	NA	TRUE	130	0.0	NA	0.0	37	formal	No
81440-2008-F-0571	0.0	34.72952	-120.5039	NA	NA	NA	NA	NA	1994-09-01	06-2009; 10-2011; 10-2011; 06-2012	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Programmatic Consultation for Activities Conducted at VAFB	Department of Defense (DOD) - Air Force	2008	2008-11-20	39772	40816	2011-09-20	1034	Programmatic Program-Level	military operations / maneuvers	military operations / maneuvers	NA	TRUE	130	0.0	NA	0.0	37	formal	No
05E1NY00-2014-I-1107	1.0	42.996126	-78.888619	3.0	26.75	2015-05-01T00:00:00Z	NA	0.0	1995-03-01	07-2014; 05-2015; 06-2015; 07-2015; 09-2015	NA	5	NY	NEW YORK ECOLOGICAL SERVICES FIELD OFFICE	COE BU PN 2005-00510 Zaepful Development	Army Corps of Engineers	2014	2014-10-24	NA	11/7/14	2014-10-27	3	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
52420-2009-I-1222	0.0	40.16709	-79.86587	NA	NA	NA	NA	NA	1993-04-01	10-2008; 07-2010… 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Donora Head Start Facilities Addition	-- OTHER: CONSULTANT --	2009	2009-06-08	NA	7/8/09	2009-07-08	30	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	No
41420-2008-I-0404	0.0	26.80694	-80.05196	NA	NA	NA	NA	NA	1995-01-01	02-2008… 01-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Village of North Palm Beach	Army Corps of Engineers	2008	2008-05-21	NA	6/20/08	2008-05-23	2	Standard	dredge / excavation - disposal	dredge / excavation	NA	TRUE	157	0.0	0.0	0.0	10	informal	No
04EF1000-2014-I-0131	0.0	29.42707	-82.65946	NA	NA	NA	NA	NA	1994-03-01	40909	Latest picture is 2012	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Calvary Chapel Tower Site - Levy	-- OTHER: CONSULTANT --	2014	2014-03-18	NA	4/17/14	2014-03-27	9	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	No
05E2PA00-2013-I-0071	1.0	40.85774	-80.14284	3.0	8.11	2014-04-01T00:00:00Z	2014-04-01T00:00:00Z	1.0	1993-04-01	08-2012; 04-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	MarkWest Liberty Midstream Burgh to Wack Pipeline (IBCP IBCF)	-- OTHER: CONSULTANT --	2013	2012-12-20	NA	1/19/13	2013-01-17	28	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	Yes
43910-2011-I-0296	0.0	32.43461	-90.37263	NA	NA	NA	NA	NA	1996-02-01	09-2010… 04-2014	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	LSBP-25(42), McGuffie Rd	Federal Highway Administration	2011	2011-01-26	NA	2/25/11	2011-02-16	21	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
05E2PA00-2012-I-0152	0.0	41.75467	-77.39633	NA	NA	NA	NA	NA	1992-04-01	09-2010; 05-2013	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Ultra Resources Wellsboro Loop Connector Segment 3	-- OTHER: CONSULTANT --	2012	2011-11-17	NA	12/17/11	2011-12-16	29	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
51411-2009-I-0140	0.0	37.23821	-80.60466	NA	NA	NA	NA	NA	1996-04-01	10-2008… 09-2015	NA	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Route 625   80210-60-135-00625-72205	Army Corps of Engineers	2009	2009-01-13	NA	1/13/09	2009-01-27	14	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	No
52420-2008-I-1930	0.0	41.322582	-80.344115	NA	NA	NA	NA	NA	1993-04-01	10-2006; 10-2008; 9-2010; 9-2012; 	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 4024 Segment 0020 Offset 0000 Bridge Replacement	STATE OF PENNSYLVANIA	2008	2008-09-04	NA	10/4/08	2008-09-23	19	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
04ET1000-2015-I-0231	0.0	36.62552	-86.56343	NA	NA	NA	NA	NA	1997-03-01	41730	No pics after 2014	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Stantec ONEOKE Portland Hwy 109 Relocation	Federal Energy Regulatory Commission	2015	2015-01-28	NA	2/6/15	2015-02-03	6	Standard	oil or gas - pipeline - onshore - maintenance / modification / replacement / upgrade - below ground	oil or gas	NA	TRUE	443	0.0	0.0	0.0	14	informal	No
02ETAR00-2012-I-0131	1.0	33.47542	-101.89751	4.0	68.21	2014-09-01T00:00:00Z	NA	0.0	1991-01-01	06-2011; 02-2013; 09-2014	NA	2	TX	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	Stonebridge of Kelsey Park Apartments	Department of Housing and Urban Development	2012	2012-02-21	NA	3/22/12	2012-03-01	9	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
31420-2011-I-1038	0.0	40.25554	-83.37258	NA	NA	NA	NA	NA	1994-04-01	12-2010… 08-2015	NA	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT- UNI-33/31-Ramp E (PID 89221)	Federal Highway Administration	2011	2011-07-29	NA	8/28/11	2011-09-30	63	Programmatic Project-Level	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	informal	No
42410-2009-I-0382	1.0	33.92536	-81.48412	3.0	7.86	2010-10-01T00:00:00Z	NA	0.5	1994-01-01	10-2006; 06-2011; 11-2011; 11-2013	NA	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	S&amp;ME - Batesvurg Leesville Industrial Park	-- OTHER: CONSULTANT --	2009	2009-05-11	NA	6/3/09	2009-05-28	17	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
05E2PA00-2012-I-0720	0.0	39.97723	-79.86973	NA	NA	NA	NA	NA	1993-04-01	04-2012; 09-2013	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Laurel Mountain Midstream Dunlap Creek Gas Pipeline	-- OTHER: CONSULTANT --	2012	2012-04-16	NA	5/16/12	2012-06-25	70	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
04EM1000-2014-I-0622	0.0	33.48587	-88.34758	NA	NA	NA	NA	NA	1992-02-01	41275	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	allen engineering pipeline	Federal Energy Regulatory Commission	2014	2014-06-16	NA	7/16/14	2014-06-18	2	Standard	oil or gas - pipeline - onshore - maintenance / modification / replacement / upgrade - below ground	oil or gas	NA	TRUE	443	0.0	0.0	0.0	14	informal	No
04EM1000-2014-I-0747	0.0	32.21329	-90.87253	NA	NA	NA	NA	NA	1996-02-01	11-2012; 01-2015; 07-2015	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Cell Tower, Hollandale Project Num. MS-0080, Washington County	Federal Communications Commission	2014	2014-08-04	NA	9/3/14	2014-08-25	21	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	No
05E2PA00-2013-I-0817	0.0	40.90106	-75.20158	NA	NA	NA	NA	NA	1992-04-01	05-2012; 04-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Creek Road Culvert Replacement Upper Mount Bethel Township	-- OTHER: CONSULTANT --	2013	2013-05-24	NA	6/23/13	2013-07-15	52	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	informal	No
04EN2000-2012-I-0412	0.0	36.0476	-79.06999	NA	NA	NA	NA	NA	1993-02-01	03-2014; 05-2015	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	NCDOT P-4405K	Federal Highway Administration	2012	2014-09-11	NA	10/11/14	2014-09-12	1	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	No
21410-2011-I-0310	0.5	26.22032	-98.32548	5.0	0.08	2013-02-01T00:00:00Z	2013-02-01T00:00:00Z	1.0	1995-01-01	12-2010; 02-2013	NA	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Mission - 1420 Dunlap Ave - SFH rehab	Community Planning and Development (HUD)	2011	2011-05-10	NA	6/9/11	2011-05-11	1	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Maybe
31440-2010-I-0089	0.0	38.86804	-86.86919	NA	NA	NA	NA	NA	1998-03-01	08-2010; 09-2013	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	NSWC Crane - Waterline Replacement	Department of Defense (DOD) - Navy	2010	2009-10-27	NA	11/26/09	2009-10-29	2	Standard	water supply pipeline - maintenance / modification / replacement / upgrade - below ground	water supply pipeline	16	TRUE	222	0.0	0.0	0.0	8	informal	No
03E12000-2014-I-0019	1.0	41.71869	-86.17165	3.0	7.42	2015-09-01T00:00:00Z	2015-09-01T00:00:00Z	1.0	1998-04-01	04-2011; 09-2015	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Costco Wholesale Retail Center	-- OTHER: CONSULTANT --	2014	2013-10-30	NA	11/29/13	2013-11-04	5	Standard	development - commercial	development	16	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
04ES1000-2014-I-0285	1.0	34.64949	-82.16673	3.0	9.18	2015-10-01T00:00:00Z	NA	0.0	1994-02-01	04-2014; 10-2015	NA	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	Terracon-Project Circle, Gray Court, Laurens Co., SC	-- OTHER: CONSULTANT --	2014	2014-06-03	NA	7/3/14	2014-06-23	20	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
42430-2009-I-0121	1.0	36.23427	-88.81156	3.0	0.06	2010-08-01T00:00:00Z	2010-08-01T00:00:00Z	1.0	1997-01-01	09-2008; 08-2010	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	QORE  Cell Tower Num.Sharon	Federal Communications Commission	2009	2009-01-14	NA	1/30/09	2009-01-15	1	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	Yes
04EM1000-2013-I-1129	0.0	34.15387	-88.29171	NA	NA	NA	NA	NA	1996-03-01	41275	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Harmon Springs Rd. Bridge, Itawamba Coounty	Federal Highway Administration	2013	2013-09-25	NA	10/25/13	2013-10-18	23	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
65411-2011-I-0141	0.0	41.52515	-112.01492	NA	NA	NA	NA	NA	1993-09-01	08-2009; 08-2011; 10-2011; 10-2014	NA	6	UT	UTAH ECOLOGICAL SERVICES FIELD OFFICE	EA for NWBSN HA 707 N Main, Brigham City	Bureau of Indian Affairs	2011	2011-05-17	NA	6/16/11	2011-05-17	0	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	No
05E2PA00-2014-I-0021	0.0	39.99179	-76.74128	NA	NA	NA	NA	NA	1992-04-01	41518	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Rutters Dairy WWTP Improvement	-- OTHER: CONSULTANT --	2014	2013-10-17	NA	11/16/13	2013-11-07	21	Standard	wastewater facility	wastewater facility	NA	TRUE	555	0.5	0.5	0.5	13	informal	No
41910-2008-I-0269	0.0	28.35222	-80.72439	NA	NA	NA	NA	NA	1994-03-01	12-2007… 02-2014	NA	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Multi-Family Pier	Army Corps of Engineers	2008	2008-03-27	NA	4/26/08	2008-03-27	0	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	informal	No
04EM1000-2012-I-0693	1.0	30.76375	-88.59334	4.0	0.7	2013-03-01T00:00:00Z	2015-01-01T00:00:00Z	0.0	1996-02-01	11-2011; 03-2013; 01-2015	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	mda 155 barton agricola road, lucedale	Department of Housing and Urban Development	2012	2012-04-24	NA	5/24/12	2012-05-08	14	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
52420-2009-I-1602	0.5	41.93711	-79.97631	4.0	6.2	2011-10-01T00:00:00Z	NA	0.0	1993-04-01	10-2008; 09-2010; 10-2011; 05-2013; 09-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	LeBoeuf Lake Crossing	-- OTHER: CONSULTANT --	2009	2009-09-14	NA	10/14/09	2009-10-01	17	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	informal	Maybe
52420-2011-I-0828	0.0	41.49103	-76.36679	NA	NA	NA	NA	NA	1994-04-01	09-2010; 09-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Appalachia Midstream Mildred Gas Pipeline	-- OTHER: CONSULTANT --	2011	2011-05-13	NA	6/12/11	2011-07-20	68	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
33410-2008-I-0065	0.0	36.87689	-90.57877	NA	NA	NA	NA	NA	1996-03-01	08-2007; 08-2009; 10-2010; 05-2013	NA	3	MO	COLUMBIA ECOLOGICAL SERVICES FIELD OFFICE	Replacement Butler County Road 104 Bridge	Federal Highway Administration	2008	2007-10-22	NA	11/22/07	2007-11-21	30	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	No
21440-2008-I-0244	1.0	34.44559	-96.20971	5.0	0.07	2015-07-01T00:00:00Z	2015-07-01T00:00:00Z	1.0	1995-03-01	05-2008; 09-2010; 10-2012; 07-2015	NA	2	OK	OKLAHOMA ECOLOGICAL SERVICES FIELD OFFICE	Lehigh South Tower - BenchmarkTower	Federal Communications Commission	2008	2008-07-25	NA	8/24/08	2008-07-25	0	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	Yes
41420-2008-I-0084	0.0	24.67545	-81.36623	NA	NA	NA	NA	NA	1995-01-01	11-2007… 12-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	National Key Deer Refuge CCP and EA IntraService Section 7	Fish and Wildlife Service	2008	2007-10-30	NA	11/30/07	2007-12-12	43	Standard	fire - prescribed burn	fire	NA	TRUE	257	1.0	1.0	1.0	18	informal	No
04EM1000-2014-I-0823	0.0	32.38155	-90.3193	NA	NA	NA	NA	NA	1996-02-01	41730	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Pinehaven Drive Site, City of Clinton	Department of Housing and Urban Development	2014	2014-08-20	NA	9/19/14	2014-08-29	9	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	No
51411-2011-I-0336	0.0	36.55042	-80.39744	NA	NA	NA	NA	NA	1993-02-01	10-2009; 04-2011; 09-2011; 02-2013; 09-2015	NA	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Rt. 664 Patrick Co. - BR02-962-086, B608, P101	Army Corps of Engineers	2011	2011-03-04	NA	4/3/11	2011-04-01	28	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	No
04ET1000-2012-I-0763	1.0	35.25504	-88.0753	5.0	65.05	2015-10-01T00:00:00Z	NA	0.0	1999-02-01	08-2010; 09-2012; 11-2012; 10-2015	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	SR-15 Fire Tower Rd to Bigbee Branch Creek; Hardin Co	Tennessee Department of Transportation	2012	2012-08-28	NA	9/8/12	2012-08-28	0	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	Yes
02ETTXX0-2015-I-0043	1.0	26.21983	-97.70601	5.0	0.02	2015-08-01T00:00:00Z	2015-08-01T00:00:00Z	1.0	1950-12-01	04-2014; 08-2015	NA	2	TX	Texas Coastal Ecological Services Field Office	City of Harlingen - 2701 New Combes Hwy - clear and demo	Community Planning and Development (HUD)	2015	2014-11-06	NA	12/6/14	2014-11-24	18	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
21410-2010-I-0222	1.0	26.19918	-98.23604	5.0	0.25	2013-03-01T00:00:00Z	2013-03-01T00:00:00Z	1.0	1995-01-01	02-2009; 12-2010; 03-2013	NA	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of McAllen/AHST - new office bldg - 502 S. 15th St	Community Planning and Development (HUD)	2010	2010-02-25	NA	3/27/10	2010-02-26	1	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	Yes
42430-2010-I-0544	1.0	35.75613	-87.41609	5.0	0.19	2013-10-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1997-02-01	09-2008; 80-2010; 10-2013	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	ARAP 10-121  TDOT  SR-50	Tennessee Department of Transportation	2010	2010-07-08	NA	7/15/10	2010-07-13	5	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	Yes
52421-2008-I-0539	0.0	39.38655	-74.98951	NA	NA	NA	NA	NA	1991-03-01	08-2006… 06-2015	NA	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Bridge over Mananticon Creek	Department of Transportation	2008	2008-06-16	NA	7/14/08	2008-07-15	29	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	No
64413-2010-I-0022	1.0	42.867593	-97.400016	3.0	NA	2010-12-01T00:00:00Z	2010-12-01T00:00:00Z	1.0	1994-03-01	08-2009; 12-2010	NA	6	SD	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	COE Jacob Hoffner Boat Dock	Army Corps of Engineers	2010	2009-11-18	NA	12/18/09	2009-11-18	0	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	informal	Yes
05E2NJ00-2012-I-0013	1.0	40.0896	-74.31556	5.0	0.03	2012-11-01T00:00:00Z	2012-11-01T00:00:00Z	1.0	1997-04-01	12-2010; 11-2012	NA	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Ocean County - Bowman Road Bridge Over Toms River - Bridge 1511013	STATE OF NEW JERSEY	2012	2011-09-29	NA	10/14/11	2011-10-20	21	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	Yes
41420-2009-I-0080	0.0	28.16249	-81.85976	NA	NA	NA	NA	NA	1994-01-01	01-2008… 01-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Polk City Business Park	Army Corps of Engineers	2009	2008-12-18	NA	1/17/09	2009-01-14	27	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	No
05E2PA00-2013-I-1187	0.0	40.61245	-75.84908	NA	NA	NA	NA	NA	1992-04-01	09-2012; 04-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 1018  BMS 06-1018-0030-1933 Bridge Maintenance	Federal Highway Administration	2013	2013-09-06	NA	10/6/13	2013-10-24	48	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	No
08FBDT00-2012-I-0043	0.0	38.2188	-121.68553	NA	NA	NA	NA	NA	1993-06-01	09-2012… 04-2015	NA	8	CA	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	PGE Compressed Air Energy Storage Drilling	Department of Energy	2012	2012-12-03	NA	1/2/13	2012-12-31	28	Standard	oil or gas exploration / production	oil or gas exploration / production	NA	TRUE	695	0.5	0.5	0.5	8	informal	No
71450-2011-I-0096	NA	62.63324	-145.46675	NA	NA	NA	NA	NA	NA	NA	NA	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Gulkana Richardson Highway Road repairs	Federal Highway Administration	2011	2011-03-31	NA	5/1/11	2011-04-01	1	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	NA
42430-2011-I-0750	1.0	35.14717	-84.93358	3.0	4.8	2015-10-01T00:00:00Z	NA	0.0	1997-03-01	08-2010; 11-2012; 10-2015	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	I-75 Interchange Modifications at Exit 20 (SR-311, APD-40, US-74)	Tennessee Department of Transportation	2011	2011-08-31	NA	9/30/11	2011-09-01	1	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	Yes
41420-2009-I-0213	0.5	27.21568	-80.73322	5.0	2.62	2012-04-01T00:00:00Z	2014-12-01T00:00:00Z	1.0	1994-03-01	03-2009… 12-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Nubbin Slough Stormwater Treatment Area Repairs	Army Corps of Engineers	2009	2009-03-25	NA	4/24/09	2009-07-30	127	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	informal	Maybe
21450-2011-I-0061	0.0	29.21394	-98.50181	NA	NA	NA	NA	NA	1995-01-01	01-2010… 01-2015	NA	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Bexar Co CDBG ASSIST Sports Park Upgrade Phase III	Community Planning and Development (HUD)	2011	2010-12-13	NA	1/12/11	2010-12-17	4	Standard	federal grant / loan related	federal grant / loan related	NA	TRUE	445	0.0	NA	0.0	11	informal	No
02ETTXX0-2015-I-0011	0.0	26.41155	-99.02369	NA	NA	NA	NA	NA	1995-01-01	07-2014; 08-2015	NA	2	TX	Texas Coastal Ecological Services Field Office	City of Roma - 1615 Tacubaya - SFH reconstruction	Community Planning and Development (HUD)	2015	2014-09-23	NA	10/23/14	2014-10-09	16	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	No
52420-2009-I-0834	1.0	39.88883	-75.5116	5.0	0.1	2010-04-01T00:00:00Z	2011-10-01T00:00:00Z	1.0	1992-03-01	10-2008; 04-2010; 09-2010; 10-2011	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Baltimore Pike (SR 0001, Section DBS) Bridge replacement, Delaware Co.	STATE OF PENNSYLVANIA	2009	2009-03-25	NA	4/24/09	2009-03-25	0	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	Yes
04ER1000-2015-I-0093	0.0	34.71911	-92.28925	NA	NA	NA	NA	NA	1994-03-01	02-2014; 09-2015	NA	4	AR	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	Terracon_PulaskiCo_AR	Arkansas Department of Pollution Control and Ecology	2015	2014-11-10	NA	12/10/14	2014-11-10	0	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	No
52420-2009-I-0662	0.0	40.84339	-76.80367	NA	NA	NA	NA	NA	1993-04-01	10-2008; 09-2010; 09-2012	Pre-consultation photos too grainy	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 147 Over Shamokin Creek Bridge Maintenance Sunbury	STATE OF PENNSYLVANIA	2009	2009-02-06	NA	3/8/09	2009-02-17	11	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	No
41910-2010-I-0095	0.0	27.76019	-82.76638	NA	NA	NA	NA	NA	1995-01-01	01-2008; 04-2010; 12-2010… 02-2016	NA	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Boca Ciega Holiday Lighted Boat Parade - Pinellas	U.S. Coast Guard	2010	2009-11-23	NA	12/23/09	2009-11-30	7	Standard	special use permit - recreation event / activities	special use permit	NA	TRUE	167	0.0	0.0	0.0	1	informal	No
02ETCC00-2012-I-0003	1.0	26.17187	-97.70095	5.0	0.5	2015-08-01T00:00:00Z	NA	0.5	1950-12-01	01-2011; 05-2012; 01-2014… 01-2016	01-2016 picture dated 01-2014	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Harlingen - Rangerville Rd park improvements	Community Planning and Development (HUD)	2012	2011-10-03	NA	11/2/11	2011-10-05	2	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	Yes
